"ID1","DateTime","TempC","TempF","ID"
396,"2013-01-15 18:45:37",4.428,39.96976241900648,100
397,"2013-01-15 19:00:37",4.402,39.92296616270698,100
398,"2013-01-15 19:15:37",4.428,39.96976241900648,100
399,"2013-01-15 19:30:37",4.402,39.92296616270698,100
400,"2013-01-15 19:45:37",4.428,39.96976241900648,100
401,"2013-01-15 20:00:37",4.402,39.92296616270698,100
402,"2013-01-15 20:15:37",4.428,39.96976241900648,100
403,"2013-01-15 20:30:37",4.454,40.01655867530597,100
404,"2013-01-15 20:45:37",4.454,40.01655867530597,100
405,"2013-01-15 21:00:37",4.48,40.06335493160547,100
406,"2013-01-15 21:15:37",4.506,40.11015118790497,100
407,"2013-01-15 21:30:37",4.506,40.11015118790497,100
408,"2013-01-15 21:45:37",4.532,40.15694744420446,100
409,"2013-01-15 22:00:37",4.558,40.20374370050396,100
410,"2013-01-15 22:15:37",4.584,40.25053995680346,100
411,"2013-01-15 22:30:37",4.532,40.15694744420446,100
412,"2013-01-15 22:45:37",4.402,39.92296616270698,100
413,"2013-01-15 23:00:37",4.428,39.96976241900648,100
414,"2013-01-15 23:15:37",4.428,39.96976241900648,100
415,"2013-01-15 23:30:37",4.506,40.11015118790497,100
416,"2013-01-15 23:45:37",4.48,40.06335493160547,100
417,"2013-01-16 00:00:37",4.454,40.01655867530597,100
418,"2013-01-16 00:15:37",4.402,39.92296616270698,100
419,"2013-01-16 00:30:37",4.402,39.92296616270698,100
420,"2013-01-16 00:45:37",4.428,39.96976241900648,100
421,"2013-01-16 01:00:37",4.428,39.96976241900648,100
422,"2013-01-16 01:15:37",4.402,39.92296616270698,100
423,"2013-01-16 01:30:37",4.324,39.7825773938085,100
424,"2013-01-16 01:45:37",4.35,39.82937365010799,100
425,"2013-01-16 02:00:37",4.35,39.82937365010799,100
426,"2013-01-16 02:15:37",4.35,39.82937365010799,100
427,"2013-01-16 02:30:37",4.324,39.7825773938085,100
428,"2013-01-16 02:45:37",4.376,39.87616990640749,100
429,"2013-01-16 03:00:37",4.402,39.92296616270698,100
430,"2013-01-16 03:15:37",4.428,39.96976241900648,100
431,"2013-01-16 03:30:37",4.376,39.87616990640749,100
432,"2013-01-16 03:45:37",4.324,39.7825773938085,100
433,"2013-01-16 04:00:37",4.298,39.735781137509,100
434,"2013-01-16 04:15:37",4.298,39.735781137509,100
435,"2013-01-16 04:30:37",4.324,39.7825773938085,100
436,"2013-01-16 04:45:37",4.298,39.735781137509,100
437,"2013-01-16 05:00:37",4.298,39.735781137509,100
438,"2013-01-16 05:15:37",4.324,39.7825773938085,100
439,"2013-01-16 05:30:37",4.324,39.7825773938085,100
440,"2013-01-16 05:45:37",4.22,39.59539236861051,100
441,"2013-01-16 06:00:37",4.22,39.59539236861051,100
442,"2013-01-16 06:15:37",4.22,39.59539236861051,100
443,"2013-01-16 06:30:37",4.272,39.68898488120951,100
444,"2013-01-16 06:45:37",4.298,39.735781137509,100
445,"2013-01-16 07:00:37",4.324,39.7825773938085,100
446,"2013-01-16 07:15:37",4.35,39.82937365010799,100
447,"2013-01-16 07:30:37",4.324,39.7825773938085,100
448,"2013-01-16 07:45:37",4.35,39.82937365010799,100
449,"2013-01-16 08:00:37",4.376,39.87616990640749,100
450,"2013-01-16 08:15:37",4.35,39.82937365010799,100
451,"2013-01-16 08:30:37",4.376,39.87616990640749,100
452,"2013-01-16 08:45:37",4.402,39.92296616270698,100
453,"2013-01-16 09:00:37",4.428,39.96976241900648,100
454,"2013-01-16 09:15:37",4.402,39.92296616270698,100
455,"2013-01-16 09:30:37",4.272,39.68898488120951,100
456,"2013-01-16 09:45:37",4.22,39.59539236861051,100
457,"2013-01-16 10:00:37",4.22,39.59539236861051,100
458,"2013-01-16 10:15:37",4.141,39.45320374370051,100
459,"2013-01-16 10:30:37",4.115,39.40640748740101,100
460,"2013-01-16 10:45:37",4.089,39.35961123110151,100
461,"2013-01-16 11:00:37",4.063,39.31281497480202,100
462,"2013-01-16 11:15:37",4.115,39.40640748740101,100
463,"2013-01-16 11:30:37",4.194,39.54859611231102,100
